id,source_file,work_order,customer_name,entry_date,operator,part_name,start_time,finish_time,process_time,total_time,material,material_size,total_parts,yield_status,scrap_count,defects_count,notes,department,created_at,updated_at
23931,JJJ 3003.xlsx,,JJJ,2025-02-26,"F,H",C81965 - ROUTERS,12:40:00,03:45:00,,2.83,,1.625X48X96,15,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
19165,Richfield 61311.xlsx,,Richfield,2025-02-27,"F,H",C82607,08:45:00,09:45:00,,1.0,HDPE BLK,SCRAP,,,,,,,2025-12-23 18:52:30,2025-12-23 18:52:30
23936,JJJ 3003.xlsx,,JJJ,2025-02-27,"F,H",C81966 - ROUTERS,10:35:00,03:45:00,,4.42,,1.625X48X96,22,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
23036,Diamond 406606.xlsx,,Diamond,2025-02-28,"F,H",C82609,08:15:00,09:00:00,,0.75,HDPE WHITE,.250X48X96,,2 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
23037,Diamond 406606.xlsx,,Diamond,2025-02-28,"F,H",C82609,10:00:00,02:00:00,,3.25,HDPE WHITE,.250X48X96,,2 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
23950,JJJ 3003.xlsx,,JJJ,2025-03-03,"F,H",C81966 - ROUTERS,08:30:00,03:45:00,,6.25,,1.625X48X96,36,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
23956,JJJ 3003.xlsx,,JJJ,2025-03-04,"F,H",C81966 - ROUTERS,06:30:00,12:40:00,,5.42,,1.625X48X96,24,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
23961,JJJ 3003.xlsx,,JJJ,2025-03-04,"F,H",C81965 - ROUTERS,12:40:00,02:55:00,,2.0,,,12,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
23968,JJJ 3003.xlsx,,JJJ,2025-03-05,"F,H",C81965 - ROUTERS,07:30:00,11:30:00,,3.75,,1.625X48X96,13,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24845,Matcon MFG PO1002455.xlsx,1002455,Matcon MFG,2025-03-05,"F,H",C82610,11:50:00,01:00:00,,,1.50 HDPE,SCRAP,,,,,,,2025-12-23 18:52:47,2025-12-23 18:52:47
23972,JJJ 3003.xlsx,,JJJ,2025-03-06,"F,H",C81965 - ROUTERS,08:45:00,12:00:00,,3.0,,1.625X48X96,12,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
23322,Stephen Gould PO 62945.xlsx,62945,Stephen Gould,2025-03-07,"F,H",C82336,01:30:00,03:30:00,,1.75,BLACK HDPE,.50X48X96,,35,,,,,2025-12-23 18:52:41,2025-12-23 18:52:41
21454,STEELTECH PO 200150.xlsx,200150,STEELTECH,2025-03-10,"F,H",C82611,02:34:00,02:50:00,,0.27,HDPE BLK,.750X48X96,,27,,,,,2025-12-23 18:52:36,2025-12-23 18:52:36
23325,Stephen Gould PO 62945.xlsx,62945,Stephen Gould,2025-03-10,"F,H",C82336,07:30:00,11:00:00,,3.25,BLACK HDPE,.50X48X96,,35,,,,,2025-12-23 18:52:41,2025-12-23 18:52:41
23326,Stephen Gould PO 62945.xlsx,62945,Stephen Gould,2025-03-10,"F,H",C82332,11:48:00,12:53:00,,0.58,BLACK HDPE,SCRAP,,,,,,,2025-12-23 18:52:41,2025-12-23 18:52:41
24670,DMC PO 26731.xlsx,26731,DMC,2025-03-10,"F,H",C82618,01:00:00,01:50:00,,,.375 HDPE,SCRAP,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24671,DMC PO 26731.xlsx,26731,DMC,2025-03-10,"F,H",C82619,03:10:00,03:35:00,,,.50 HDPE,SCRAP,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
21937,Richfield PO 61224.xlsx,61224,Richfield,2025-03-11,"F,H",C82371,09:45:00,10:45:00,,,,,,,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
21938,Richfield PO 61224.xlsx,61224,Richfield,2025-03-11,"F,H",C82372,11:00:00,01:40:00,,,,,,,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
23584,WRMG PO LRD2273.xlsx,LRD2273,WRMG,2025-03-11,FH,388014E,02:45:00,03:00:00,,,BLK HDPE,SCRAP,10,SCRAP,1,,,,2025-12-23 18:52:42,2025-12-23 18:52:42
22762,Richfield PO 61397.xlsx,61397,Richfield,2025-03-12,"F,H",15557 DET S2B3,,11:10:00,,4.58,NAT HDPE,1.00X48X96,,61,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
22763,Richfield PO 61397.xlsx,61397,Richfield,2025-03-12,"F,H",15557 DET S2C2,,01:50:00,,1.0,NAT HDPE,1.00X48X96,,61,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
22766,Richfield PO 61397.xlsx,61397,Richfield,2025-03-12,"F,H",15557 DET S2B2,,03:30:00,,1.42,NAT HDPE,1.00X48X96,,62,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
19576,Richfield PO 61444.xlsx,61444,Richfield,2025-03-13,"F,H",DET 59 RT,01:00:00,01:20:00,,20.0,.250 UHMW ,SCRAP,,,,,,,2025-12-23 18:52:31,2025-12-23 18:52:31
19577,Richfield PO 61444.xlsx,61444,Richfield,2025-03-13,"F,H",DET 48 RT,01:30:00,02:00:00,,30.0,.250 UHMW ,SCRAP,,,,,,,2025-12-23 18:52:31,2025-12-23 18:52:31
20549,Richfield PO 61432.xlsx,61432,Richfield,2025-03-13,"F,H",DET 46,10:00:00,10:15:00,,15.0,BLSCK PCORR,5MMX48X96,5,1,,,,,2025-12-23 18:52:33,2025-12-23 18:52:33
22292,Richfield PO 61394.xlsx,61394,Richfield,2025-03-13,"F,H",C82630,08:45:00,09:45:00,,60.0,.75 HDPE BLK,.750X48X96,,40,,,,,2025-12-23 18:52:39,2025-12-23 18:52:39
24523,Morrison Industries PO PO1788.xlsx,PO1788,Morrison Industries,2025-03-18,"F,H",C82620 - RT,07:45:00,03:50:00,,7.08,NAT HDPE,.750X48X96,,25,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24528,Morrison Industries PO PO1788.xlsx,PO1788,Morrison Industries,2025-03-19,"F,H",C82620 - RT,07:30:00,03:48:00,,7.3,NAT HDPE,.750X48X96,,25,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24529,Morrison Industries PO PO1788.xlsx,PO1788,Morrison Industries,2025-03-20,"F,H",C82620 - RT,07:00:00,01:25:00,,5.42,NAT HDPE,.750X48X96,,25,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24537,Morrison Industries PO PO1788.xlsx,PO1788,Morrison Industries,2025-03-20,"F,H",C82621 - RT,01:45:00,03:20:00,,1.28,NAT HDPE,.750X48X96,,27,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
20714,IZA PO 5287-10.xlsx,5287-10,IZA,2025-03-21,F.H,5287-DET 09 RT,12:45:00,03:15:00,,2.25,NAT HDEPE,.750X48X96,,9,,,,,2025-12-23 18:52:34,2025-12-23 18:52:34
24541,Morrison Industries PO PO1788.xlsx,PO1788,Morrison Industries,2025-03-21,"F,H",C82621 - RT,07:45:00,08:40:00,,0.92,NAT HDPE,0.75X48X96,,27,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24699,CMG PO 5433.xlsx,5433,CMG,2025-03-21,"F,H",DET-50,09:00:00,11:00:00,,105.0,HDPE BLK,.50X48X96,,10,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
20722,IZA PO 5287-10.xlsx,5287-10,IZA,2025-03-24,F.H,5287-DET 09 RT,09:00:00,03:20:00,,5.33,NAT HDEPE,.750X48X96,,9,,,,,2025-12-23 18:52:34,2025-12-23 18:52:34
21501,VCI PO 300134.xlsx,300134,VCI,2025-03-24,"F,H",C82639,12:35:00,01:30:00,,,HDPE BLK,.250X48X96,,1,,,,,2025-12-23 18:52:36,2025-12-23 18:52:36
19975,COF PO 32534.xlsx,32534,COF,2025-03-25,"F,H",ITEM 55,01:15:00,03:00:00,,90.0,"3"" HDPE",SCRAP,,,,,,,2025-12-23 18:52:32,2025-12-23 18:52:32
20729,IZA PO 5287-10.xlsx,5287-10,IZA,2025-03-25,"F,H",5287-DET 09 RT,07:25:00,09:45:00,,2.33,NAT HDEPE,.750X48X96,,9,,,,,2025-12-23 18:52:34,2025-12-23 18:52:34
24999,Pack IQ PO ML031425-B1.xlsx,ML031425-B1,Pack IQ,2025-03-25,"F,H",C82641,10:50:00,11:10:00,,20.0,HDPE BLK,.250X48X96,,2,,,,,2025-12-23 18:52:47,2025-12-23 18:52:47
19976,COF PO 32534.xlsx,32534,COF,2025-03-26,"F,H",ITEM 55,06:45:00,07:10:00,,25.0,"3"" HDPE",SCRAP,,,,,,,2025-12-23 18:52:32,2025-12-23 18:52:32
24664,Nova PO 28169.xlsx,28169,Nova,2025-03-26,"F,H",C82645,09:15:00,11:15:00,,,P-CORR,SCRAP,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24665,Nova PO 28169.xlsx,28169,Nova,2025-03-26,"F,H",C82646,11:30:00,11:45:00,,,P-CORR,SCRAP,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24666,Nova PO 28169.xlsx,28169,Nova,2025-03-26,"F,H",C82644,11:50:00,12:00:00,,,P-CORR,SCRAP,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
20734,IZA PO 5287-10.xlsx,5287-10,IZA,2025-03-28,F.H,5287-DET 10 RT,12:35:00,03:30:00,,2.67,NAT HDEPE,.750X48X96,,9,,,,,2025-12-23 18:52:34,2025-12-23 18:52:34
19351,Pack IQ PO TV20240808-O1r1-14.xlsx,TV20240808-O1r1-14,Pack IQ,2025-03-31,"F,H",C82243,09:30:00,10:50:00,,65.0,P-CORR,5MMX48X96,,3,,,,,2025-12-23 18:52:30,2025-12-23 18:52:30
19352,Pack IQ PO TV20240808-O1r1-14.xlsx,TV20240808-O1r1-14,Pack IQ,2025-03-31,"F,H",TV-0033-05,11:45:00,02:35:00,,125.0,P-CORR,5MMX48X96,,2,,,,,2025-12-23 18:52:30,2025-12-23 18:52:30
20229,CIT PO 120512.xlsx,120512,CIT,2025-04-01,"F,H",72211-67,09:00:00,03:00:00,,,P-CORR,5MM48X96,,,,,,,2025-12-23 18:52:33,2025-12-23 18:52:33
19067,Keystone PO 2756.xlsx,2756,Keystone,2025-04-02,"F,H",CONTOUR,09:30:00,10:10:00,,,,,,,,,,,2025-12-23 18:52:30,2025-12-23 18:52:30
24689,Arrow PO 238856.xlsx,238856,Arrow,2025-04-02,"F,H",9482,01:30:00,01:50:00,,,BLK PE,,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
22089,Pack IQ PO ML072424-A7-5.xlsx,ML072424-A7-5,Pack IQ,2025-04-04,"F,H",ML-1116-64,12:00:00,03:10:00,,145.0,NAT UHMW,SCRAP,,,,,,,2025-12-23 18:52:38,2025-12-23 18:52:38
24753,VCI PO 300096.xlsx,300096,VCI,2025-04-08,"F,H",C82679,02:33:00,03:45:00,,72.0,HDPE BLK,.625X48X96,130,329,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24754,VCI PO 300096.xlsx,300096,VCI,2025-04-09,"F,H",C82679,07:30:00,08:15:00,,45.0,HDPE BLK,.625X48X96,38,329,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
22772,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-10,"F,H",C82688,10:00:00,03:45:00,,285.0,.750 HDPE,SCRAP,40,4 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
22775,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-11,"F,H",C82689,07:30:00,01:00:00,,285.0,NAT HDPE,SCRAP,96,,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
22776,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-11,"F,H",C82690,01:00:00,03:15:00,,120.0,NAT HDPE,SCRAP,56,8 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
20993,Steeltech PO 200259.xlsx,200259,Steeltech,2025-04-14,"F,H",C82700,10:35:00,01:15:00,,,,,,,,,,,2025-12-23 18:52:35,2025-12-23 18:52:35
20994,Steeltech PO 200259.xlsx,200259,Steeltech,2025-04-14,"F,H",C82699,,,,,,,,,,,,,2025-12-23 18:52:35,2025-12-23 18:52:35
22781,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-14,"F,H",C82690,07:15:00,10:00:00,,165.0,NAT HDPE,SCRAP,55,8 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
22784,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-14,"F,H",C82690,01:30:00,03:45:00,,120.0,NAT HDPE,SCRAP,40,8 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
22790,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-15,"F,H",C82688,07:45:00,10:15:00,,150.0,NAT HDPE,SCRAP,40,4 PCS.,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
24597,Fuyao PO DA065035.xlsx,DA065035,Fuyao,2025-04-15,"F,H",C82673,12:35:00,02:25:00,,,,,,,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
22798,Diamond Mfg PO 406744.xlsx,406744,Diamond Mfg,2025-04-16,"F,H",C82688,07:15:00,02:30:00,,375.0,NAT HDPE,SCRAP,90,,,,,,2025-12-23 18:52:40,2025-12-23 18:52:40
25826,Aqua Shield PO 5099.xlsx,5099,Aqua Shield,2025-04-17,"F,H",AQUA SHIELD,09:45:00,03:00:00,,,HDPE,.250X48X96,,,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
24007,Basin-Steeltech PO 200289.xlsx,200289,Basin-Steeltech,2025-04-22,"F,H",C83028,12:45:00,01:50:00,,65.0,BLACK HDPE,0.25X48X96,20,20,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
25846,Aqua Shield PO 5099.xlsx,5099,Aqua Shield,2025-04-23,"F,H",C82710,03:00:00,03:20:00,,,.250 UHMW,.250 X 48X 96,2,,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
25850,Aqua Shield PO 5099.xlsx,5099,Aqua Shield,2025-04-24,"F,H",C82712,08:30:00,09:08:00,,,.250 HDPE,SCRAP,,,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
25851,Aqua Shield PO 5099.xlsx,5099,Aqua Shield,2025-04-24,"F,H",C82711,09:10:00,09:24:00,,,.250 HDPE,SCRAP,,,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
19526,Polymer Shapes PO DAY-303371.xlsx,lymer,,2025-05-02,"F,H",195628,12:40:00,01:30:00,,40.0,,,,,,,,,2025-12-23 18:52:31,2025-12-23 18:52:31
19527,Polymer Shapes PO DAY-303371.xlsx,lymer,,2025-05-02,"F,H",195628,02:40:00,03:02:00,,22.0,,,,,,,,,2025-12-23 18:52:31,2025-12-23 18:52:31
19529,Polymer Shapes PO DAY-303371.xlsx,lymer,,2025-05-05,"F,H",195628,07:45:00,08:08:00,,23.0,,,,,,,,,2025-12-23 18:52:31,2025-12-23 18:52:31
25284,Opus PO 135183.xlsx,135183,Opus,2025-05-05,"F,H",C82723,09:45:00,11:15:00,,,P-CORR,6MM X 48 X 96,,5 PCS.,,,,,2025-12-23 18:52:48,2025-12-23 18:52:48
25285,Opus PO 135183.xlsx,135183,Opus,2025-05-05,"F,H",C82724,12:35:00,01:25:00,,,P-CORR,SCRAP,,,,,,,2025-12-23 18:52:48,2025-12-23 18:52:48
24046,VCI-SC PO 300183.xlsx,300183,VCI-SC,2025-05-06,"F,H",W12910,02:30:00,03:45:00,,75.0,,,,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
25925,TESLA 4701295366.xlsx,,TESLA,2025-05-06,"F,H",BOTTOM PAEL,11:30:00,11:50:00,,,CLEAR ,.125 X48X96,,1,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
25926,TESLA 4701295366.xlsx,,TESLA,2025-05-06,"F,H",PANEL,12:35:00,12:45:00,,,CLEAR ,.125X48X96,,4,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
25927,TESLA 4701295366.xlsx,,TESLA,2025-05-06,"F,H",TOP PANEL,12:55:00,01:15:00,,,CLEAR ,.125X48X96,,2,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
22300,Diamond Mfg of Bluffton PO 406794.xlsx,406794,Diamond Mfg of Bluffton,2025-05-07,"F,H",ITEM 1,11:15:00,11:45:00,,,HDPE  .125,SCRAP,,,,,,,2025-12-23 18:52:39,2025-12-23 18:52:39
22303,Diamond Mfg of Bluffton PO 406794.xlsx,406794,Diamond Mfg of Bluffton,2025-05-07,"F,H",ITEM 65,01:30:00,01:45:00,,,8 MM CRRUGA,,,,,,,,2025-12-23 18:52:39,2025-12-23 18:52:39
24047,VCI-SC PO 300183.xlsx,300183,VCI-SC,2025-05-07,"F,H",W12910,07:00:00,08:00:00,,60.0,,,,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24049,VCI-SC PO 300183.xlsx,300183,VCI-SC,2025-05-07,"F,H",W13912,08:00:00,10:00:00,,120.0,,,,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
23573,VCI-SC PO 300184.xlsx,300184,VCI-SC,2025-05-08,"F,H",CONTOUR,07:30:00,11:00:00,,,"6#CHAR,XLPE",5X48X96,,,,,,,2025-12-23 18:52:42,2025-12-23 18:52:42
24961,Pack IQ PO ML120324-B1-3.xlsx,ML120324-B1-3,Pack IQ,2025-05-08,"F,H","C82736,37,29",,03:15:00,,35.0,P-CORR,,5,,,,,,2025-12-23 18:52:47,2025-12-23 18:52:47
22615,Keystone PO 2898.xlsx,2898,Keystone,2025-05-09,"F,H,RC",CAMERA FLOAT,10:06:00,02:00:00,,408.0,,,,,,,,,2025-12-23 18:52:39,2025-12-23 18:52:39
21946,VCI Sample PO MI100442.xlsx,MI100442,VCI Sample,2025-05-12,"F,H",C82745,01:00:00,01:10:00,,,HDPE BLK,,,SCRAP,1,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
19948,Curbell PO 4500569295.xlsx,4500569295,Curbell,2025-05-13,"F,H",C82747,08:00:00,08:08:00,,8.0,HDPE BLK .25,SCRAP,2,,,,,,2025-12-23 18:52:32,2025-12-23 18:52:32
21892,Pack IQ PO ML012125-A1.xlsx,ML012125-A1,Pack IQ,2025-05-13,"F,H",C82744,09:15:00,12:00:00,,150.0,HDPE WHITE,.250 X48X96,,92 PCS.,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
21682,Basin SC PO 300261.xlsx,300261,Basin SC,2025-05-14,"F,H",C82749,01:15:00,02:30:00,,,"1""HDPE NAT",SCRAP,,,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
21895,Pack IQ PO ML012125-A1.xlsx,ML012125-A1,Pack IQ,2025-05-16,"F,H",C82740,08:30:00,03:45:00,,375.0,BLUE P-CORR,10MMX48X96,,1,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
21896,Pack IQ PO ML012125-A1.xlsx,ML012125-A1,Pack IQ,2025-05-16,"F,H",C82740,07:15:00,10:40:00,,205.0,BLUE P-CORR,10MMX48X96,,1,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
23978,Life model designs PO LMD-04302025.xlsx,LMD-04302025,Life model designs,2025-05-16,"F,H",C82746,01:15:00,02:45:00,,75.0,CLEAR,.250X48X96,,126 PCS.,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
25856,Aqua Shield PO 5099.xlsx,5099,Aqua Shield,2025-05-16,"F,H",C82712,11:30:00,11:45:00,,,.250 HDPE,SCRAP,,,,,,,2025-12-23 18:52:50,2025-12-23 18:52:50
20027,VCI PO MI100458.xlsx,MI100458,VCI,2025-05-20,"F,H",W13902,01:30:00,03:45:00,,,,,,,,,,,2025-12-23 18:52:32,2025-12-23 18:52:32
23979,Life model designs PO LMD-04302025.xlsx,LMD-04302025,Life model designs,2025-05-20,"F,H",C82746,07:00:00,09:30:00,,150.0,CLEAR,.250X48X96,,126 PCS.,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
20028,VCI PO MI100458.xlsx,MI100458,VCI,2025-05-21,"F,H",W13902,07:15:00,08:00:00,,,,,,,,,,,2025-12-23 18:52:32,2025-12-23 18:52:32
21900,Pack IQ PO ML012125-A1.xlsx,ML012125-A1,Pack IQ,2025-05-22,"F,H",C82743,01:30:00,03:45:00,,120.0,PLYWOOD,.50X48X96,,,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
21904,Pack IQ PO ML012125-A1.xlsx,ML012125-A1,Pack IQ,2025-05-23,"F,H",ML-1369,07:00:00,08:24:00,,84.0,PLYWOOD,0.50X48X96,,1,,,,,2025-12-23 18:52:37,2025-12-23 18:52:37
24598,Fuyao PO DA065035.xlsx,DA065035,Fuyao,2025-05-23,"F,H",C 82673,09:30:00,11:15:00,,,,,,TOOK 1 HOUR TO CLEAN PARTS,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24769,Matcon MFG PO 1002577.xlsx,1002577,Matcon MFG,2025-05-27,"F,H",23608-A,01:30:00,03:50:00,,125.0,P-CORR BLUE,5MM 48X96,,1,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24771,Matcon MFG PO 1002577.xlsx,1002577,Matcon MFG,2025-05-28,"F,H",23608-A,09:00:00,11:00:00,,105.0,P-CORR BLUE,5MM 48X96,,1,,,,,2025-12-23 18:52:46,2025-12-23 18:52:46
24102,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-05-29,"Z,F",1708 ZWB B,08:00:00,15:15:00,,375.0,BLACK HDPE,2X48X120,88,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24103,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-05-29,F;H,ZWBA,08:45:00,13:00:00,,210.0,BLACK HDPE,2X48X120,56,80,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24104,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-05-30,"F,H",ZWBA,07:30:00,15:20:00,,410.0,BLACK HDPE,,110,80,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
20607,Richfield PO 61808.xlsx,61808,Richfield,2025-06-02,"F,H",DET S5K1,09:10:00,10:10:00,,,.125 HDPE BKL,SCRAP,,,,,,,2025-12-23 18:52:34,2025-12-23 18:52:34
24105,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-06-02,"F,H",ZWBA,07:15:00,14:00:00,,360.0,BLACK HDPE,,71,80,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24107,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-06-03,"F,H",ZWBA,07:10:00,15:20:00,,430.0,BLACK HDPE,2X48X120,110,80,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24110,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-06-04,"F,H",ZWBA,07:15:00,02:45:00,,390.0,BLACK HDPE,2X48X120,88,80,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
21503,BASIN SC PO 300332.xlsx,300332,BASIN SC,2025-06-05,"F,H",C82765,08:15:00,09:00:00,,,1.5 HDPE,SCRAP,,,,,,,2025-12-23 18:52:36,2025-12-23 18:52:36
21504,BASIN SC PO 300332.xlsx,300332,BASIN SC,2025-06-05,"F,H",C82766,09:45:00,10:15:00,,,HDPE BLK,.750 X 48 X 96,,6,,,,,2025-12-23 18:52:36,2025-12-23 18:52:36
22014,Curbell PO 4500569925.xlsx,4500569925,Curbell,2025-06-05,"F,H",C82503,11:15:00,01:30:00,,105.0,UHMW BLK,.250X48X96,,197,,,,,2025-12-23 18:52:38,2025-12-23 18:52:38
24113,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-06-06,"F,H",ZWBA,07:45:00,15:00:00,,435.0,BLACK HDPE,,71,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24115,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-06-09,"F,H",ZWBA,01:40:00,03:15:00,,,,,24,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24344,JJJ PO 3061.xlsx,3061,JJJ,2025-06-09,"F,H",DETAIL 28,08:30:00,01:00:00,,225.0,LUMBER,1.50X7.375X96,,2,,,,,2025-12-23 18:52:44,2025-12-23 18:52:44
24119,Diamond Mfg of Bluffton PO 406836.xlsx,406836,Diamond Mfg of Bluffton,2025-06-10,"F,H",ZWBA,07:30:00,08:30:00,,,BLACK HDPE,,15,,,,,,2025-12-23 18:52:43,2025-12-23 18:52:43
24981,DMC PO 26862.xlsx,26862,DMC,2025-06-10,"F,H",C82772,09:45:00,11:05:00,,,UHMW WHITE,1.25X48X96,,288,,,,,2025-12-23 18:52:47,2025-12-23 18:52:47
